"","County","State","DIST_br","DIST_fu","DIST_ho","DIST_in","DIST_li","DIST_ma","DIST_hi","DIST_sc"
"97","Yavapai County","Arizona",1860.1330460522,28515.8668804024,22501.4503715,10545.267086539,89066.5420619512,104806.072810732,154704.327216098,7591.14027982317
"98","Yuma County","Arizona",1324.43696712424,8930.05652435455,11115.4280135152,2380.8204704197,210200.063130303,229708.826554545,202490.006645455,3224.86506621485
"99","Arkansas County","Arkansas",1658.23076806,10974.457224,11803.3350956,8156.7233226,151312.4152,77688.854828,151205.72688,2525.0231062
"100","Ashley County","Arkansas",1664.55560041667,38930.18455,13718.9031175,6564.08020333333,240738.796816667,175712.578166667,178917.220516667,2358.9737251
"101","Baxter County","Arkansas",3044.65104813333,9828.19410379167,8977.02676731667,7072.59081685833,121238.604425,120767.653791667,198985.900225,3610.30830625
"102","Benton County","Arkansas",1207.33171648357,7580.96840097143,7900.27203904762,4013.51275773643,122957.884100476,121078.545066667,141806.259414286,1626.27034945
"103","Boone County","Arkansas",1890.84234846364,14152.2872140909,13713.5074631,8399.88097067273,100556.348685455,101010.493254545,222247.113236364,4378.93076139091
"104","Bradley County","Arkansas",1975.41941288571,45061.4032342857,16341.8931104286,13531.3931254286,229718.195242857,138161.706,190022.117714286,1712.27392682857
"105","Calhoun County","Arkansas",745.76911027,55946.301576,15905.4026688,7408.5436884,205884.06618,134939.35328,160848.98886,6768.13257074
"106","Carroll County","Arkansas",1570.55370104211,17324.6753455789,10980.7305065789,6190.37411273684,95669.3988557895,97482.7090594737,185945.583584211,4175.78077602632
"107","Chicot County","Arkansas",1275.089314274,15462.4101938,7932.9016702,4798.559974372,219978.83614,155528.98282,151706.99898,6565.3328486
"108","Clark County","Arkansas",945.884388513333,47207.3893322222,14187.8614237,3837.45618064111,196676.282622222,122096.081866667,136616.099566667,5779.39474252222
"109","Clay County","Arkansas",1790.83137403636,33383.9438690909,10821.4664031727,4980.10539633182,116881.034629091,135625.583663636,29229.7179636364,1806.68937689091
"110","Cleburne County","Arkansas",3107.60644777368,14511.6322523158,12677.9530131737,7838.88022576316,192497.651310526,84885.2763989474,187525.589631579,4454.30773813684
"111","Cleveland County","Arkansas",1102.80190997714,31346.01721,20412.1189271429,10484.5614787714,234207.625642857,102582.657748571,203129.474657143,4522.6617633
"112","Columbia County","Arkansas",1291.60539332857,23036.9037580714,11532.9034852857,6909.41133736071,128471.880257143,159906.427678571,83826.5944178571,2696.32674053571
"113","Conway County","Arkansas",1396.85221162583,11226.33898375,9856.41820175833,7972.923432125,224689.34165,65732.42908,237538.427925,4869.336375025
"114","Craighead County","Arkansas",899.740527933333,7500.60240969091,8610.32627765758,3849.70690670848,87879.6069921212,97313.2258560606,83783.2300739394,1249.18206132121
"115","Crawford County","Arkansas",1281.85262365833,11907.8448483333,16843.5470880917,11574.8085042167,198688.687991667,151306.778683333,108086.568729167,3960.59547155833
"116","Crittenden County","Arkansas",1138.7770034619,10298.4268218952,13217.422790881,3892.99915848143,28402.3253219048,31711.9750195238,21111.2208772381,1702.15496707476
"117","Cross County","Arkansas",988.9173503375,9329.63277325,10365.4079980625,6129.156257875,71297.25181125,75015.6287225,63708.38868875,2309.74901065
"118","Dallas County","Arkansas",908.0591249,54700.5726333333,18526.843326,11225.691963,218546.121833333,109666.7727,166488.68,9542.40487733333
"119","Desha County","Arkansas",996.423928775,31598.96314125,7249.31265925,4026.5637968875,183756.83755,121124.3456625,180070.652625,4279.8392455
"120","Drew County","Arkansas",1327.45290882,41501.767882,11225.615973,7639.85090242,226474.21822,139849.52528,195800.20274,1527.80879694
"121","Faulkner County","Arkansas",1193.17204409778,10063.7338479037,12458.2390097111,4787.8447886963,213972.293196296,39959.8095637037,209020.788240741,1709.54579548519
"122","Franklin County","Arkansas",1767.16731641667,12521.257197,11973.898402,5602.5321617,197089.496616667,171240.844466667,141291.962966667,3425.69954916667
"123","Fulton County","Arkansas",1610.843970425,25062.9635525,13877.45866875,9091.791735,157816.1566,158753.615375,141613.65205,3408.453046725
"124","Garland County","Arkansas",790.839821416,6930.125539424,8511.261492528,4921.8947114628,248408.352912,82098.454274,185924.091076,4137.701547616
"125","Grant County","Arkansas",1777.33220996727,12975.0140882727,27881.8702390909,11159.2755014727,229710.809072727,60347.61341,210815.567518182,5350.00499428182
"126","Greene County","Arkansas",904.421442775333,5732.01161076667,6175.27129686,3472.69601941333,95655.787082,107569.887997333,58555.9379753333,1038.30660594
"127","Hempstead County","Arkansas",1810.74223201667,29005.7133183333,11982.9612998778,8010.71329021667,141850.778705556,161462.747072222,79491.6451433333,2568.26066965444
"128","Hot Spring County","Arkansas",866.90776283,22767.6267627778,12180.8429634,7361.58295025556,240729.697194444,79006.8896244444,180709.08365,3944.51841231667
"129","Howard County","Arkansas",1213.69046077667,14512.6502262222,14877.2816734444,2081.58904627778,167114.862077778,175098.528588889,102311.299788889,1593.04921736667
"130","Independence County","Arkansas",1147.10740730556,11323.7557580556,10925.8609095556,8033.59983790556,153860.619211111,125284.629977778,145481.579116667,3969.40885916667
"131","Izard County","Arkansas",2134.874085525,26651.20104,19229.68264,6237.50123665,169676.0083,158216.447425,151807.575825,6654.47369775
"132","Jackson County","Arkansas",1047.09374076,29003.5700133333,16401.036496,7595.969124,124916.883766667,121204.549033333,118250.689866667,3442.2243192
"133","Jefferson County","Arkansas",968.130184895185,13492.2070616667,12602.6597998889,4925.5190852,205498.585777778,62930.7475711111,205063.264551852,2350.98529938148
"134","Johnson County","Arkansas",893.953695159,10020.0667633,9308.1377561,6253.06256849,190193.85251,137847.01763,178944.43455,3991.02463375
"135","Lafayette County","Arkansas",1066.37418272846,11951.598975,27560.8872107692,7982.40312183077,109020.531276923,137110.419692308,57424.6024438462,3939.47451712308
"136","Lawrence County","Arkansas",640.221759325714,11677.6902822857,12022.3795941429,6159.85902171429,130611.855614286,139509.983714286,93120.7817414286,3032.94590631429
"137","Lee County","Arkansas",1312.41173998333,22689.6762766667,9904.93437883333,5044.34339716667,82749.0191683333,94274.4500516667,82207.862875,1644.48354775
"138","Lincoln County","Arkansas",1237.66045494333,7940.33078338333,28276.6600533333,5431.22454136667,210659.089466667,101137.053331667,211061.721833333,3078.9882588
"139","Little River County","Arkansas",1844.63254754,37533.259734,13692.9433134,6801.8180916,132927.2573,143361.86074,70145.80738,2672.91970412
"140","Logan County","Arkansas",756.721612593333,26296.31362,7965.14335077778,6117.73109812222,222764.0473,154104.824722222,152698.3166,2746.31227191111
"141","Lonoke County","Arkansas",957.051644005556,13747.5904786722,20548.3855579444,6096.52645930556,176926.099916667,30393.7128305556,173865.901161111,1782.39668782222
"142","Madison County","Arkansas",2111.29620028,30582.645736,13441.3601708,6837.2098543,127333.64071,129098.82103,170124.38433,5134.44682962
"143","Marion County","Arkansas",1126.00273805,25363.752982,9204.9329297,9254.85124813,111240.547651,111659.5198,225903.80575,2871.55762558
"144","Miller County","Arkansas",619.686949653,17730.7101602,13473.60337641,6521.969782755,103186.4486875,123930.371245,41122.998579,4567.591263855
"145","Mississippi County","Arkansas",1224.27435898118,33679.0919017647,9634.67898458824,5550.82689622353,55482.6397341176,69295.5190505882,63698.2152664706,2245.57331748824
"146","Monroe County","Arkansas",1276.38228305583,19469.66584225,19467.9298153333,10570.4327977583,118717.692341667,88810.46827,117663.393408333,6250.0297045
"147","Montgomery County","Arkansas",404.842514283333,34290.2640266667,36385.3358966667,6594.54708333333,223500.639933333,127184.2624,158677.885166667,1725.25859126667
"148","Nevada County","Arkansas",1419.9692461,37446.3551172727,16791.4797866364,6704.030313,159518.246418182,155969.148027273,101749.380463636,3686.46424363636
"149","Newton County","Arkansas",1755.4942628,34767.5854133333,30300.0308416667,13977.8843115,131255.21555,131812.964783333,204591.632433333,1958.97393718333
"150","Ouachita County","Arkansas",1283.37295332667,64676.8990416667,11873.1543025,7603.87973006917,184323.158691667,142686.738475,135569.768391667,4738.29959013333
"151","Perry County","Arkansas",979.932229275,21005.908935125,24556.78864125,13668.334370625,250603.3652875,66421.5476275,227810.082325,3698.39486875
"152","Phillips County","Arkansas",1306.1050992,10728.8762077143,3177.48129812857,2571.35855162857,80552.4149171429,94085.3585885714,81526.5318285714,922.2170446
"153","Pike County","Arkansas",1581.47263992,34957.637462,18970.965766,4120.2740696,195025.6336,142920.129,130495.29538,4128.5949114
"154","Poinsett County","Arkansas",1104.6200797875,21967.08525,24991.74915625,3187.0570349125,68520.81075875,76066.61875875,73102.254115,1539.56765084875
"155","Polk County","Arkansas",698.279662679167,18151.3373698417,14412.13984075,4528.15028045,212936.4628,189245.183816667,146809.630883333,2129.00476190833
"156","Pope County","Arkansas",1003.9752915735,13729.2946745,12346.1358229,8770.4251399,206245.16566,98510.363677,217024.63866,1774.75229033
"157","Prairie County","Arkansas",640.990848758182,26516.0026272727,29260.1613572727,7853.13133684545,146339.833645455,58227.8980163636,143874.159118182,2694.17781920909
"158","Pulaski County","Arkansas",735.324397836337,3984.33626981881,5611.10453335248,2013.05846968139,208862.193817822,13753.5358740099,206386.478686139,1339.17551257149
"159","Randolph County","Arkansas",1791.24377867778,12282.5970681111,9982.70958422222,10572.3878582222,148365.8545,158694.287344444,82295.8538233333,2539.02611
"160","Saline County","Arkansas",867.208608515357,8497.69494167857,6222.79204775,3140.01476351571,241345.670185714,42656.400265,215923.089389286,1988.71377585357
"161","Scott County","Arkansas",1151.69154155,26586.0623728571,6557.01723814286,5695.40690977143,259447.805328571,166214.699328571,148058.084771429,2068.39517585714
"162","Searcy County","Arkansas",3024.66090228333,37959.7778016667,28767.654495,10586.4328561667,141301.589466667,133443.385983333,226393.598033333,5586.35466783333
"163","Sebastian County","Arkansas",777.169463837778,4729.42220233333,7053.84883957778,1558.89966036111,228034.804338889,158232.558666667,104204.045655556,1324.25449494611
"164","Sevier County","Arkansas",1013.48985584,35568.824674,13066.9903854,4340.8581332,163029.20682,170947.4923,100251.24508,1543.36022456
"165","Sharp County","Arkansas",1866.17519574111,16613.5539237389,19473.9943592222,10415.4637464444,165175.517433333,164255.296855556,121586.504188889,5073.06022485556
"166","St. Francis County","Arkansas",681.065368948182,12010.7071346364,13880.0599722545,5901.33396286364,62450.90763,70158.7297381818,57810.1182672727,1905.38106177273
"167","Stone County","Arkansas",1191.4571307925,14072.587482375,26516.37091375,9104.922785375,182067.0925125,117964.725175,179149.0456125,5700.269114375
"168","Union County","Arkansas",1344.35396499412,31634.0739465882,14454.5473401765,5607.71356104118,175723.219911765,177910.723164706,141728.962111765,3412.72546524706
"169","Van Buren County","Arkansas",2092.45216269062,19393.6146451062,13626.212903,7860.3158411,195728.29428125,86566.3442725,217198.920525,3818.74922659375
"170","Washington County","Arkansas",985.0140438865,7783.8050149425,10623.120385775,6611.8306508755,144427.353875,140011.9397975,132857.681005,2107.514008995
"171","White County","Arkansas",884.796485212273,12217.10936565,12378.3724955,6318.94320641364,159049.2564,69125.8380395455,152777.673045455,4116.17111372273
"172","Woodruff County","Arkansas",1117.705965062,25691.240798,15086.538262,6927.2542564,111252.563964,98142.205718,105964.115872,3696.93413246
"173","Yell County","Arkansas",951.061574372727,25644.4407299091,15031.7360739091,7773.83361760909,227172.398090909,108324.692801818,193543.713379091,2913.49661590909
"174","Alameda County","California",590.659101638644,2072.92913148712,2872.73464502542,1006.08794434339,4957.74440074644,17094.4621886017,13920.6318914915,856.37241415678
"175","Alpine County","California",4116.714746,33064.7952333333,36503.0862133333,13829.2880776667,121545.703866667,96255.7243033333,17458.5109333333,14514.060259
"176","Amador County","California",4359.75358015294,9743.40773052824,11029.0607321176,6870.90678332353,56324.4814111765,119637.315206471,13317.9939503529,5051.51044952941
"177","Butte County","California",1479.4494131086,8683.49269030175,7932.37631085263,4683.39148327632,54269.3140526316,153156.556292982,21648.9556998772,2497.9614545386
"178","Calaveras County","California",1676.58458195684,15354.1987238421,16007.0051264211,8444.96703581526,53005.0200563158,120364.696510526,16656.2125273684,4180.75207231579
"179","Colusa County","California",998.348729433077,33562.0521976923,11051.325894,9278.67386723077,46703.4108546154,95541.839,49959.2449253846,3886.58626002308
"180","Contra Costa County","California",604.440560625952,2333.39354622964,4074.41986073583,1545.48405038845,23205.2117042024,12229.016622456,29620.9208096905,1075.74868249655
"181","Del Norte County","California",1963.77753832563,21204.2540880937,22038.029704875,8536.5239165375,114936.21379625,388985.3151875,19257.802968625,6610.9934631125
"182","El Dorado County","California",1963.90380384937,11570.5429702875,13979.7755925,6795.54798501875,47251.755905,110956.0512125,9346.57283628125,2811.43009186562
"183","Fresno County","California",1545.0255614599,9220.43269422424,7658.4549317904,4075.19649299136,142613.299453687,221085.07054899,70707.2581051414,2347.80276332919
"184","Glenn County","California",916.3533659,14596.5710488,13255.481711,4169.22760529,74889.038515,143473.2981,52383.181876,3593.75981674
"185","Humboldt County","California",1067.62191556214,27285.2461400452,15754.7283807571,10749.1145013095,141790.378119048,277052.962847619,13460.8839195738,2503.24114655
"186","Imperial County","California",2062.84187558789,18225.4746139816,20755.6997873816,8994.07765353947,127011.811561316,148581.005577105,160149.321221053,10464.1146731974
"187","Inyo County","California",18828.0417412,61901.5604431333,32731.8583472267,16870.4442572,184659.519833333,216957.648892667,44703.1383798,17275.0968325333
"188","Kern County","California",2294.57863741349,10555.0108262143,12658.5825494815,3962.19826497746,26827.7861439365,161575.704733915,67658.6010007831,3367.85489518439
"189","Kings County","California",1419.55784439931,15131.6578225517,10675.2363260724,3017.40347172931,115395.331913793,248408.210237931,91279.3677862069,3135.13908038276
"190","Lake County","California",1931.50324593103,19380.2855597931,10835.0643814379,4521.72137447931,85666.0607310345,60919.3013782759,22552.6873526414,3121.34451195172
